x y
605.026495387501 1190.197048912834
602.589513970288 1208.217549203294
896.0430584912897 298.6413306429224
608.2373142682821 1206.9576795049625
1085.6104119187344 406.0084233618529
1106.114592490571 406.1454235200623
1506.1610057685682 604.7325117467442
204.08382397349905 1397.3765166209623
505.0136168545513 813.6531254962716
1110.2922245770712 383.7372788227073
190.87266068452874 1404.6118890392363
395.0934135367184 1300.9722038445834
904.4780049509698 297.5747947236184
799.9045842482938 509.21747371494325
398.0944188783144 1314.0593733493042
512.4910758707193 804.4982672635667
800.8738001999079 483.00342482942324
790.382861273427 506.0359453877007
191.65406013392712 1399.3727463620519
495.3720749364585 783.0198389077501
409.142048678598 1296.7749646393377
1195.7122554982107 111.50707423111447
196.12251799957684 1405.3091646011014
890.3922625739336 299.59884280586584
1103.1592405572844 404.1763467070517
893.7580498924825 291.93627987634727
700.9254091581696 688.5259917919285
707.9320396870918 696.1143205623215
812.8233135450212 495.4947210026526
884.5842176509274 312.09914828297184
1196.3928595991952 98.91245266539248
1103.72001815313 396.10321727016793
195.64370305823698 1402.178985064126
1201.392914305399 95.50822198318059
805.4752687472183 489.22264331508944
408.8659425950742 1279.1441294445156
713.6039705598284 703.8796096768832
514.3136724018455 799.3625642333237
386.4778643098947 1309.9816731901135
726.1312525917402 692.5697025019499
1499.8840656849225 597.589710060216
198.66698185831262 1389.7378575817597
811.0882814102829 503.85258640493316
800.6959248707235 509.0140051544035
690.903306416059 705.8740134571157
608.5948003662875 1198.3076283978814
495.9216257113617 791.1102303508168
685.8908134018196 703.0086073128698
1209.8182196613636 85.72072677095564
1200.852097802687 126.64090291047486
1025.1579620808507 1018.0392132882758
1504.2338071220033 586.2619518963376
507.25586226041537 797.0916505541833
1104.8861903754848 393.2529107684695
611.360114891068 1212.7603297608766
798.9105340664615 497.07299931752027
403.66323741688996 1303.2418376437379
700.467962877767 706.1144172365423
1110.3663717072382 397.75961093529554
993.1466276953716 995.8858198473929
218.23949094141938 1393.6035887537578
398.90583665338494 1304.9147221665364
1189.3972263367912 101.06653077645093
1202.693513610466 105.40105002320144
713.7739714529439 677.6892306202345
203.27026115086733 1416.933719870708
992.0637997770566 998.6723850196456
512.256314196573 800.929094778209
1508.5901478091741 597.1834591961475
990.150071610469 974.3543210071737
603.3333968945977 1188.3051383378238
1492.1706492926746 586.6421234576604
891.8703337715825 301.8504136730608
1491.797661026678 589.72951817261
879.4555223044975 279.61618112946354
1192.66353586809 111.05938522596207
497.06822454796355 801.0272014175945
1514.1494929301941 617.4430341858571
1201.579769276924 102.29682394190579
1120.5794667295809 403.7728235764205
985.0803480739016 996.1025123131706
199.7100430517609 1394.8840407443895
905.4178847575216 299.3419710296458
391.95876205113893 1297.6014568090181
498.2479641847227 804.5359266537847
693.7076257808076 703.6774692098901
793.8562618655665 503.08990955340903
1495.1166147481456 601.0554789544296
596.7741089174746 1216.4088346194185
1490.935293079942 606.3778345941024
890.3579742863433 298.5292928445938
496.6470260638919 813.6544666944478
1186.6929229349885 97.29457706959231
406.20330798280906 1299.949562979564
1097.183469378008 399.48314274345444
1004.8419359158593 1000.8099427763711
696.0016468718853 709.4523614367519
1009.4957804939816 993.963773533451
590.5258095540592 1204.8399256169964
206.24414289453944 1408.196726809045
890.9852378509422 299.3640499382371
1005.795375678892 1007.9235986501476
1009.1641429079395 996.9669235878301
596.906490523627 1214.2610581123636
1096.1154413371946 409.07103616314447
1006.5885711947403 995.4550435114388
1516.0500602949808 592.7948367609309
596.6211393431895 1186.7473059416402
399.3926327373351 1306.55303244741
802.5617668863334 486.1025601260584
